Category,Region,Subject
Historical event,North America excluding the Caribbean,1692 – Salem witch trials grip Massachusetts Bay.
Historical event,North America excluding the Caribbean,1701 – Great Peace of Montreal signed between New France and 30+ First Nations.
Historical event,North America excluding the Caribbean,1713 – Treaty of Utrecht transfers Acadia (Nova Scotia) to Britain.
Historical event,North America excluding the Caribbean,1718 – New Orleans founded by the French.
Historical event,North America excluding the Caribbean,1730s–1740s – First Great Awakening religious revivals sweep the colonies.
Historical event,North America excluding the Caribbean,1754 – Albany Congress debates Franklin’s Plan of Union.
Historical event,North America excluding the Caribbean,1754–1763 – French and Indian War (Seven Years’ War in North America).
Historical event,North America excluding the Caribbean,1755 – Expulsion of the Acadians from Maritime Canada (Le Grand Dérangement).
Historical event,North America excluding the Caribbean,1763 – Treaty of Paris ends French power on mainland; Royal Proclamation restricts settlement.
Historical event,North America excluding the Caribbean,1765 – Stamp Act triggers organized colonial resistance.
Historical event,North America excluding the Caribbean,1770 – Boston Massacre heightens tensions with Britain.
Historical event,North America excluding the Caribbean,1773 – Boston Tea Party protests taxation without representation.
Historical event,North America excluding the Caribbean,1774 – First Continental Congress convenes in Philadelphia.
Historical event,North America excluding the Caribbean,1775 – Battles of Lexington and Concord ignite the American Revolution.
Historical event,North America excluding the Caribbean,1776 – Declaration of Independence asserts U.S. sovereignty.
Historical event,North America excluding the Caribbean,1777 – Articles of Confederation adopted (ratified 1781).
Historical event,North America excluding the Caribbean,1777 – American victory at Saratoga secures French alliance.
Historical event,North America excluding the Caribbean,1781 – British surrender at Yorktown effectively ends major combat.
Historical event,North America excluding the Caribbean,1783 – Treaty of Paris recognizes U.S. independence.
Historical event,North America excluding the Caribbean,1787 – U.S. Constitution drafted at Philadelphia Convention.
Historical event,North America excluding the Caribbean,1789 – First U.S. Congress meets; Washington inaugurated; Judiciary Act passed.
Historical event,North America excluding the Caribbean,1791 – U.S. Bill of Rights ratified; Constitutional Act divides Upper/Lower Canada.
Historical event,North America excluding the Caribbean,1794–1795 – Jay Treaty normalizes U.S.–British relations; Whiskey Rebellion suppressed.
Historical event,North America excluding the Caribbean,1803 – Louisiana Purchase doubles U.S. territory from France.
Historical event,North America excluding the Caribbean,1804–1806 – Lewis and Clark expedition reaches the Pacific Ocean.
Historical event,North America excluding the Caribbean,"1804 – New Jersey adopts gradual emancipation, last Northern state to do so."
Historical event,North America excluding the Caribbean,1808 – U.S. bans importation of enslaved people (transatlantic trade).
Historical event,North America excluding the Caribbean,1810–1821 – Mexican War of Independence ends Spanish rule.
Historical event,North America excluding the Caribbean,1812–1815 – War of 1812 reshapes U.S.–Canada boundaries and identities.
Historical event,North America excluding the Caribbean,1819 – Adams–Onís Treaty transfers Florida to the United States.
Historical event,North America excluding the Caribbean,1821 – Mexico becomes independent; First Mexican Empire proclaimed.
Historical event,North America excluding the Caribbean,1821 – Central America (Captaincy of Guatemala) declares independence from Spain.
Historical event,North America excluding the Caribbean,1823 – Monroe Doctrine asserts U.S. sphere in the Americas.
Historical event,North America excluding the Caribbean,1823–1838 – Federal Republic of Central America forms and dissolves.
Historical event,North America excluding the Caribbean,1824 – Federal Constitution of the United Mexican States adopted.
Historical event,North America excluding the Caribbean,1830 – Indian Removal Act authorizes forced relocations (U.S.).
Historical event,North America excluding the Caribbean,1831 – Nat Turner’s Rebellion galvanizes U.S. slavery debate.
Historical event,North America excluding the Caribbean,"1833 – Slavery abolished across the British Empire, affecting Canada."
Historical event,North America excluding the Caribbean,1835–1836 – Texas Revolution; Republic of Texas declared.
Historical event,North America excluding the Caribbean,1836 – Battle of the Alamo becomes a Texas symbol.
Historical event,North America excluding the Caribbean,1837–1838 – Rebellions in Upper and Lower Canada challenge colonial rule.
Historical event,North America excluding the Caribbean,1838–1839 – Trail of Tears forces Cherokee removal to Indian Territory.
Historical event,North America excluding the Caribbean,1845 – United States annexes the Republic of Texas.
Historical event,North America excluding the Caribbean,1846 – Oregon Treaty fixes U.S.–British boundary at the 49th parallel (West).
Historical event,North America excluding the Caribbean,1846–1848 – Mexican–American War expands U.S. to the Pacific.
Historical event,North America excluding the Caribbean,1848 – Treaty of Guadalupe Hidalgo ends war; cession of northern Mexico.
Historical event,North America excluding the Caribbean,1848–1855 – California Gold Rush accelerates westward migration.
Historical event,North America excluding the Caribbean,"1848–1849 – Responsible government established in British North America (Nova Scotia, etc.)."
Historical event,North America excluding the Caribbean,1850 – Compromise of 1850 (incl. Fugitive Slave Act) intensifies sectionalism.
Historical event,North America excluding the Caribbean,1853 – Gadsden Purchase refines U.S.–Mexico border.
Historical event,North America excluding the Caribbean,1854 – Kansas–Nebraska Act sparks ‘Bleeding Kansas’.
Historical event,North America excluding the Caribbean,1857 – Dred Scott decision denies Black citizenship (U.S. Supreme Court).
Historical event,North America excluding the Caribbean,1858 – Fraser River Gold Rush (British Columbia).
Historical event,North America excluding the Caribbean,1859 – John Brown’s raid on Harpers Ferry targets U.S. arsenal.
Historical event,North America excluding the Caribbean,1861–1865 – American Civil War preserves Union and ends slavery.
Historical event,North America excluding the Caribbean,"1862 – Homestead, Morrill, and Pacific Railway Acts reshape U.S. economy and land."
Historical event,North America excluding the Caribbean,1863 – Emancipation Proclamation; Battle of Gettysburg turns the tide.
Historical event,North America excluding the Caribbean,1864 – Sand Creek Massacre of Cheyenne and Arapaho (Colorado Territory).
Historical event,North America excluding the Caribbean,1865 – Thirteenth Amendment abolishes slavery; Lincoln assassinated.
Historical event,North America excluding the Caribbean,1867 – Canadian Confederation forms the Dominion of Canada.
Historical event,North America excluding the Caribbean,1867 – Alaska Purchase transfers territory from Russia to the U.S.
Historical event,North America excluding the Caribbean,1868 – Fourteenth Amendment guarantees birthright citizenship/equal protection (U.S.).
Historical event,North America excluding the Caribbean,"1869 – First U.S. Transcontinental Railroad completed (Promontory Summit, Utah)."
Historical event,North America excluding the Caribbean,1870 – Fifteenth Amendment protects Black male suffrage (U.S.).
Historical event,North America excluding the Caribbean,1871 – British Columbia joins the Canadian Confederation.
Historical event,North America excluding the Caribbean,1873 – North-West Mounted Police founded (later Royal Canadian Mounted Police).
Historical event,North America excluding the Caribbean,1876 – Battle of the Little Bighorn in the Great Sioux War.
Historical event,North America excluding the Caribbean,1876 – Alexander Graham Bell patents the telephone (U.S./Canada).
Historical event,North America excluding the Caribbean,1877 – Compromise of 1877 ends Reconstruction in the U.S.
Historical event,North America excluding the Caribbean,1881–1885 – Canadian Pacific Railway built; last spike driven (1885).
Historical event,North America excluding the Caribbean,1882 – Chinese Exclusion Act becomes first major U.S. immigration restriction.
Historical event,North America excluding the Caribbean,"1883 – Brooklyn Bridge opens, symbolizing industrial modernity."
Historical event,North America excluding the Caribbean,1885 – North-West Rebellion; Louis Riel executed (Canada).
Historical event,North America excluding the Caribbean,1886 – Haymarket Affair advances labor movement (Chicago).
Historical event,North America excluding the Caribbean,1887 – Dawes Act partitions tribal lands into allotments (U.S.).
Historical event,North America excluding the Caribbean,1889 – Oklahoma Land Run accelerates settler colonization.
Historical event,North America excluding the Caribbean,1890 – Wounded Knee Massacre; U.S. Census declares frontier “closed.”
Historical event,North America excluding the Caribbean,1893 – World’s Columbian Exposition showcases U.S. innovation (Chicago).
Historical event,North America excluding the Caribbean,1894 – Pullman Strike leads to federal intervention (U.S.).
Historical event,North America excluding the Caribbean,1896 – Plessy v. Ferguson upholds segregation (‘separate but equal’).
Historical event,North America excluding the Caribbean,1896–1899 – Klondike Gold Rush draws prospectors to Alaska–Yukon.
Historical event,North America excluding the Caribbean,1898 – Spanish–American War signals U.S. rise as a world power.
Historical event,North America excluding the Caribbean,1903 – Wright brothers achieve first powered flight (North Carolina).
